tm,pm10,pm25,o3,no2,co,so2,,,,,,
2024-01-07:10,좋음,16,좋음,9,좋음,0.0290,좋음,0.0100,좋음,0.39,좋음,0.0027
2024-01-07:09,좋음,14,좋음,8,좋음,0.0230,좋음,0.0170,좋음,0.40,좋음,0.0025
2024-01-07:08,좋음,15,좋음,9,좋음,0.0210,좋음,0.0180,좋음,0.38,좋음,0.0027
2024-01-07:07,좋음,14,좋음,9,좋음,0.0270,좋음,0.0110,좋음,0.35,좋음,0.0026
2024-01-07:06,좋음,16,좋음,9,좋음,0.0300,좋음,0.0080,좋음,0.34,좋음,0.0025
2024-01-07:05,좋음,17,좋음,8,좋음,0.0290,좋음,0.0100,좋음,0.34,좋음,0.0029
2024-01-07:04,좋음,14,좋음,8,좋음,0.0270,좋음,0.0130,좋음,0.36,좋음,0.0029
2024-01-07:03,좋음,16,좋음,8,좋음,0.0280,좋음,0.0110,좋음,0.35,좋음,0.0030
2024-01-07:02,좋음,13,좋음,8,좋음,0.0250,좋음,0.0130,좋음,0.36,좋음,0.0029
2024-01-07:01,좋음,15,좋음,8,좋음,0.0210,좋음,0.0180,좋음,0.40,좋음,0.0031
2024-01-06:24,좋음,26,좋음,14,좋음,0.0060,보통,0.0320,좋음,0.58,좋음,0.0036
2024-01-06:23,좋음,27,좋음,14,좋음,0.0030,보통,0.0370,좋음,0.72,좋음,0.0044
2024-01-06:22,좋음,24,좋음,11,좋음,0.0030,보통,0.0380,좋음,0.62,좋음,0.0041
2024-01-06:21,좋음,29,보통,19,좋음,0.0040,보통,0.0400,좋음,0.80,좋음,0.0055
2024-01-06:20,보통,36,보통,22,좋음,0.0040,보통,0.0430,좋음,0.67,좋음,0.0052
2024-01-06:19,보통,33,보통,19,좋음,0.0030,보통,0.0450,좋음,0.74,좋음,0.0053
2024-01-06:18,좋음,17,좋음,9,좋음,0.0170,보통,0.0330,좋음,0.55,좋음,0.0034
2024-01-06:17,좋음,14,좋음,8,보통,0.0350,좋음,0.0140,좋음,0.32,좋음,0.0031
2024-01-06:16,좋음,9,좋음,9,보통,0.0380,좋음,0.0120,좋음,0.31,좋음,0.0034
2024-01-06:15,좋음,19,좋음,12,보통,0.0400,좋음,0.0100,좋음,0.31,좋음,0.0031
2024-01-06:14,보통,36,보통,24,보통,0.0380,좋음,0.0110,좋음,0.36,좋음,0.0034
2024-01-06:13,보통,47,보통,33,보통,0.0370,좋음,0.0110,좋음,0.42,좋음,0.0033
2024-01-06:12,보통,65,나쁨,42,좋음,0.0300,좋음,0.0160,좋음,0.50,좋음,0.0038
2024-01-06:11,나쁨,88,나쁨,55,좋음,0.0150,보통,0.0310,좋음,0.70,좋음,0.0040
2024-01-06:10,보통,70,나쁨,43,좋음,0.0050,보통,0.0360,좋음,0.91,좋음,0.0040
2024-01-06:09,보통,54,보통,35,좋음,0.0030,보통,0.0320,좋음,0.93,좋음,0.0040
2024-01-06:08,보통,55,보통,34,좋음,0.0030,보통,0.0340,좋음,0.86,좋음,0.0037
2024-01-06:07,보통,50,보통,32,좋음,0.0030,보통,0.0320,좋음,0.66,좋음,0.0033
2024-01-06:06,보통,50,보통,30,좋음,0.0030,좋음,0.0290,좋음,0.65,좋음,0.0033
2024-01-06:05,보통,49,보통,31,좋음,0.0030,좋음,0.0290,좋음,0.65,좋음,0.0032
2024-01-06:04,보통,50,보통,31,좋음,0.0030,보통,0.0310,좋음,0.67,좋음,0.0032
2024-01-06:03,보통,50,보통,32,좋음,0.0030,보통,0.0370,좋음,0.73,좋음,0.0039
2024-01-06:02,보통,48,보통,32,좋음,0.0030,보통,0.0380,좋음,0.76,좋음,0.0039
2024-01-06:01,보통,54,보통,34,좋음,0.0020,보통,0.0400,좋음,0.87,좋음,0.0045
2024-01-05:24,보통,57,보통,34,좋음,0.0020,보통,0.0440,좋음,0.92,좋음,0.0040
2024-01-05:23,보통,60,나쁨,36,좋음,0.0030,보통,0.0480,좋음,1.00,좋음,0.0042
2024-01-05:22,보통,63,나쁨,36,좋음,0.0030,보통,0.0500,좋음,0.94,좋음,0.0045
2024-01-05:21,보통,65,나쁨,37,좋음,0.0030,보통,0.0530,좋음,0.85,좋음,0.0046
2024-01-05:20,보통,59,보통,34,좋음,0.0030,보통,0.0560,좋음,0.95,좋음,0.0048
2024-01-05:19,보통,58,보통,29,좋음,0.0020,보통,0.0580,좋음,0.99,좋음,0.0041
2024-01-05:18,보통,41,보통,24,좋음,0.0150,보통,0.0460,좋음,0.61,좋음,0.0034
2024-01-05:17,보통,34,보통,22,보통,0.0380,좋음,0.0190,좋음,0.43,좋음,0.0033
2024-01-05:16,보통,33,보통,22,보통,0.0410,좋음,0.0160,좋음,0.43,좋음,0.0036
2024-01-05:15,보통,38,보통,24,보통,0.0420,좋음,0.0150,좋음,0.44,좋음,0.0038
2024-01-05:14,보통,43,보통,29,보통,0.0410,좋음,0.0140,좋음,0.44,좋음,0.0041
2024-01-05:13,보통,61,나쁨,39,보통,0.0340,좋음,0.0170,좋음,0.49,좋음,0.0039
2024-01-05:12,나쁨,84,나쁨,48,좋음,0.0140,보통,0.0350,좋음,0.69,좋음,0.0041
2024-01-05:11,나쁨,96,나쁨,52,좋음,0.0050,보통,0.0410,좋음,0.90,좋음,0.0045
2024-01-05:10,나쁨,89,나쁨,42,좋음,0.0050,보통,0.0380,좋음,0.99,좋음,0.0043
2024-01-05:09,보통,51,보통,27,좋음,0.0030,보통,0.0330,좋음,1.03,좋음,0.0041
2024-01-05:08,보통,42,보통,26,좋음,0.0030,좋음,0.0300,좋음,0.83,좋음,0.0036
2024-01-05:07,보통,39,보통,25,좋음,0.0030,보통,0.0320,좋음,0.71,좋음,0.0033
2024-01-05:06,보통,32,보통,21,좋음,0.0030,좋음,0.0250,좋음,0.60,좋음,0.0034
2024-01-05:05,보통,31,보통,22,좋음,0.0030,좋음,0.0260,좋음,0.60,좋음,0.0030
2024-01-05:04,보통,34,보통,22,좋음,0.0030,좋음,0.0250,좋음,0.55,좋음,0.0032
2024-01-05:03,보통,40,보통,25,좋음,0.0020,보통,0.0310,좋음,0.64,좋음,0.0036
2024-01-05:02,보통,40,보통,23,좋음,0.0030,보통,0.0330,좋음,0.64,좋음,0.0036
2024-01-05:01,보통,36,보통,21,좋음,0.0030,보통,0.0340,좋음,0.68,좋음,0.0037
2024-01-04:24,보통,39,보통,21,좋음,0.0020,보통,0.0390,좋음,0.73,좋음,0.0034
2024-01-04:23,보통,45,보통,22,좋음,0.0020,보통,0.0400,좋음,0.81,좋음,0.0037
2024-01-04:22,보통,42,보통,21,좋음,0.0030,보통,0.0420,좋음,0.73,좋음,0.0040
2024-01-04:21,보통,39,보통,22,좋음,0.0030,보통,0.0450,좋음,0.71,좋음,0.0041
2024-01-04:20,좋음,25,보통,16,좋음,0.0050,보통,0.0460,좋음,0.76,좋음,0.0035
2024-01-04:19,좋음,24,좋음,14,좋음,0.0170,보통,0.0330,좋음,0.51,좋음,0.0037
2024-01-04:18,좋음,21,좋음,12,좋음,0.0190,보통,0.0310,좋음,0.43,좋음,0.0033
2024-01-04:17,좋음,21,좋음,10,좋음,0.0280,좋음,0.0230,좋음,0.37,좋음,0.0030
2024-01-04:16,좋음,20,좋음,13,좋음,0.0300,좋음,0.0210,좋음,0.36,좋음,0.0034
2024-01-04:15,좋음,19,좋음,15,보통,0.0340,좋음,0.0150,좋음,0.35,좋음,0.0032
2024-01-04:14,좋음,24,보통,18,보통,0.0370,좋음,0.0130,좋음,0.36,좋음,0.0030
2024-01-04:13,좋음,27,보통,19,보통,0.0350,좋음,0.0110,좋음,0.37,좋음,0.0030
2024-01-04:12,좋음,25,보통,18,보통,0.0340,좋음,0.0120,좋음,0.39,좋음,0.0030
2024-01-04:11,보통,34,보통,22,보통,0.0310,좋음,0.0150,좋음,0.42,좋음,0.0029
2024-01-04:10,보통,42,보통,23,좋음,0.0120,보통,0.0350,좋음,0.64,좋음,0.0033
2024-01-04:09,보통,41,보통,25,좋음,0.0040,보통,0.0430,좋음,0.84,좋음,0.0032
2024-01-04:08,보통,39,보통,24,좋음,0.0030,보통,0.0450,좋음,0.85,좋음,0.0030
2024-01-04:07,보통,32,보통,21,좋음,0.0040,보통,0.0370,좋음,0.62,좋음,0.0028
2024-01-04:06,좋음,30,보통,22,좋음,0.0130,좋음,0.0250,좋음,0.50,좋음,0.0023
2024-01-04:05,좋음,29,보통,21,좋음,0.0230,좋음,0.0190,좋음,0.50,좋음,0.0025
2024-01-04:04,보통,31,보통,26,좋음,0.0220,좋음,0.0190,좋음,0.50,좋음,0.0026
2024-01-04:03,보통,37,보통,26,좋음,0.0150,좋음,0.0250,좋음,0.56,좋음,0.0028
2024-01-04:02,보통,39,보통,28,좋음,0.0230,좋음,0.0210,좋음,0.55,좋음,0.0028
2024-01-04:01,보통,40,보통,30,좋음,0.0260,좋음,0.0200,좋음,0.55,좋음,0.0028
2024-01-03:24,보통,43,보통,32,좋음,0.0300,좋음,0.0180,좋음,0.55,좋음,0.0025
2024-01-03:23,보통,42,보통,30,좋음,0.0290,좋음,0.0210,좋음,0.57,좋음,0.0029
2024-01-03:22,보통,37,보통,29,좋음,0.0280,좋음,0.0230,좋음,0.55,좋음,0.0027
2024-01-03:21,보통,36,보통,25,보통,0.0320,좋음,0.0200,좋음,0.50,좋음,0.0029
2024-01-03:20,보통,44,보통,30,좋음,0.0200,보통,0.0310,좋음,0.59,좋음,0.0029
2024-01-03:19,보통,42,보통,28,좋음,0.0150,보통,0.0380,좋음,0.66,좋음,0.0036
2024-01-03:18,보통,33,보통,24,좋음,0.0220,보통,0.0310,좋음,0.52,좋음,0.0037
2024-01-03:17,좋음,28,보통,24,보통,0.0350,좋음,0.0160,좋음,0.42,좋음,0.0030
2024-01-03:16,좋음,30,보통,21,보통,0.0360,좋음,0.0150,좋음,0.42,좋음,0.0029
2024-01-03:15,보통,31,보통,23,보통,0.0370,좋음,0.0130,좋음,0.41,좋음,0.0029
2024-01-03:14,좋음,29,보통,23,보통,0.0380,좋음,0.0130,좋음,0.40,좋음,0.0031
2024-01-03:13,좋음,23,보통,19,보통,0.0340,좋음,0.0140,좋음,0.41,좋음,0.0030
2024-01-03:12,좋음,20,좋음,15,좋음,0.0290,좋음,0.0150,좋음,0.40,좋음,0.0028
2024-01-03:11,좋음,19,좋음,15,좋음,0.0260,좋음,0.0160,좋음,0.38,좋음,0.0031
2024-01-03:10,좋음,19,좋음,13,좋음,0.0230,좋음,0.0200,좋음,0.37,좋음,0.0029
2024-01-03:09,좋음,20,좋음,14,좋음,0.0210,좋음,0.0240,좋음,0.40,좋음,0.0030
2024-01-03:08,좋음,25,보통,17,좋음,0.0210,좋음,0.0210,좋음,0.37,좋음,0.0034
2024-01-03:07,보통,32,보통,21,좋음,0.0210,좋음,0.0180,좋음,0.36,좋음,0.0033
2024-01-03:06,보통,35,보통,25,좋음,0.0160,좋음,0.0200,좋음,0.41,좋음,0.0032
2024-01-03:05,보통,35,보통,25,좋음,0.0180,좋음,0.0180,좋음,0.40,좋음,0.0033
2024-01-03:04,좋음,29,보통,21,좋음,0.0160,좋음,0.0200,좋음,0.40,좋음,0.0031
2024-01-03:03,보통,33,보통,21,좋음,0.0140,좋음,0.0230,좋음,0.43,좋음,0.0035
2024-01-03:02,보통,31,보통,21,좋음,0.0180,좋음,0.0200,좋음,0.41,좋음,0.0034
2024-01-03:01,보통,32,보통,20,좋음,0.0100,보통,0.0310,좋음,0.47,좋음,0.0033
2024-01-02:24,좋음,29,보통,20,좋음,0.0130,좋음,0.0300,좋음,0.46,좋음,0.0031
2024-01-02:23,보통,32,보통,21,좋음,0.0120,보통,0.0350,좋음,0.49,좋음,0.0034
2024-01-02:22,보통,32,보통,21,좋음,0.0190,좋음,0.0300,좋음,0.48,좋음,0.0033
2024-01-02:21,보통,42,보통,28,좋음,0.0200,좋음,0.0280,좋음,0.51,좋음,0.0030
2024-01-02:20,보통,45,보통,31,좋음,0.0160,보통,0.0350,좋음,0.64,좋음,0.0033
2024-01-02:19,보통,36,보통,25,좋음,0.0160,보통,0.0360,좋음,0.59,좋음,0.0032
2024-01-02:18,좋음,27,보통,20,좋음,0.0260,좋음,0.0260,좋음,0.44,좋음,0.0034
2024-01-02:17,좋음,30,보통,20,보통,0.0360,좋음,0.0150,좋음,0.38,좋음,0.0032
2024-01-02:16,좋음,29,보통,22,보통,0.0400,좋음,0.0140,좋음,0.39,좋음,0.0030
2024-01-02:15,보통,31,보통,23,보통,0.0410,좋음,0.0120,좋음,0.41,좋음,0.0032
2024-01-02:14,좋음,30,보통,21,보통,0.0400,좋음,0.0120,좋음,0.41,좋음,0.0032
2024-01-02:13,보통,32,보통,24,보통,0.0380,좋음,0.0130,좋음,0.42,좋음,0.0030
2024-01-02:12,보통,34,보통,24,보통,0.0370,좋음,0.0130,좋음,0.44,좋음,0.0032
2024-01-02:11,보통,40,보통,21,좋음,0.0240,좋음,0.0210,좋음,0.48,좋음,0.0036
2024-01-02:10,보통,40,보통,21,좋음,0.0070,좋음,0.0300,좋음,0.62,좋음,0.0036
2024-01-02:09,보통,32,보통,18,좋음,0.0040,좋음,0.0300,좋음,0.59,좋음,0.0036
2024-01-02:08,좋음,28,보통,16,좋음,0.0030,보통,0.0330,좋음,0.65,좋음,0.0036
2024-01-02:07,좋음,22,보통,18,좋음,0.0030,보통,0.0320,좋음,0.50,좋음,0.0031
2024-01-02:06,좋음,22,보통,16,좋음,0.0040,좋음,0.0300,좋음,0.44,좋음,0.0031
2024-01-02:05,좋음,21,좋음,15,좋음,0.0090,좋음,0.0260,좋음,0.43,좋음,0.0034
2024-01-02:04,좋음,23,보통,18,좋음,0.0070,좋음,0.0290,좋음,0.44,좋음,0.0033
2024-01-02:03,좋음,21,보통,16,좋음,0.0100,좋음,0.0270,좋음,0.44,좋음,0.0033
2024-01-02:02,좋음,23,좋음,13,좋음,0.0120,좋음,0.0270,좋음,0.46,좋음,0.0033
2024-01-02:01,좋음,21,좋음,13,좋음,0.0080,보통,0.0330,좋음,0.46,좋음,0.0030
2024-01-01:24,좋음,24,좋음,14,좋음,0.0080,보통,0.0320,좋음,0.47,좋음,0.0031
2024-01-01:23,좋음,23,좋음,13,좋음,0.0170,좋음,0.0290,좋음,0.45,좋음,0.0035
2024-01-01:22,좋음,20,좋음,11,좋음,0.0160,보통,0.0350,좋음,0.48,좋음,0.0038
2024-01-01:21,좋음,19,좋음,10,좋음,0.0270,좋음,0.0230,좋음,0.38,좋음,0.0041
2024-01-01:20,좋음,21,좋음,12,좋음,0.0300,좋음,0.0220,좋음,0.37,좋음,0.0037
2024-01-01:19,좋음,24,보통,16,좋음,0.0290,좋음,0.0240,좋음,0.41,좋음,0.0035
2024-01-01:18,좋음,19,좋음,14,좋음,0.0280,좋음,0.0280,좋음,0.54,좋음,0.0031
2024-01-01:17,좋음,18,좋음,13,보통,0.0430,좋음,0.0160,좋음,0.45,좋음,0.0032
2024-01-01:16,좋음,17,좋음,12,보통,0.0450,좋음,0.0120,좋음,0.40,좋음,0.0031
2024-01-01:15,좋음,23,보통,18,보통,0.0430,좋음,0.0110,좋음,0.39,좋음,0.0034
2024-01-01:14,좋음,25,보통,20,보통,0.0400,좋음,0.0110,좋음,0.42,좋음,0.0032
2024-01-01:13,좋음,25,보통,22,보통,0.0370,좋음,0.0110,좋음,0.44,좋음,0.0029
2024-01-01:12,좋음,26,보통,20,좋음,0.0300,좋음,0.0130,좋음,0.46,좋음,0.0032
2024-01-01:11,좋음,22,보통,19,좋음,0.0160,좋음,0.0200,좋음,0.59,좋음,0.0032
2024-01-01:10,좋음,22,좋음,14,좋음,0.0130,좋음,0.0190,좋음,0.56,좋음,0.0033
2024-01-01:09,좋음,28,보통,19,좋음,0.0060,좋음,0.0250,좋음,0.63,좋음,0.0030
2024-01-01:08,좋음,19,좋음,14,좋음,0.0030,좋음,0.0270,좋음,0.62,좋음,0.0028
2024-01-01:07,좋음,14,,,좋음,0.0030,좋음,0.0270,좋음,0.58,좋음,0.0027
2024-01-01:06,좋음,17,좋음,13,좋음,0.0080,좋음,0.0230,좋음,0.57,좋음,0.0029
2024-01-01:05,좋음,13,좋음,13,좋음,0.0080,좋음,0.0260,좋음,0.58,좋음,0.0029
2024-01-01:04,좋음,16,좋음,14,좋음,0.0110,좋음,0.0220,좋음,0.58,좋음,0.0031
2024-01-01:03,좋음,17,보통,16,좋음,0.0110,좋음,0.0260,좋음,0.67,좋음,0.0033
2024-01-01:02,좋음,19,보통,16,좋음,0.0080,보통,0.0330,좋음,0.68,좋음,0.0032
2024-01-01:01,좋음,16,좋음,14,좋음,0.0130,보통,0.0320,좋음,0.70,좋음,0.0028
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
